cluster	avg_seq_len	MainBody_length	avg_GC_cont	avg_ATcont_after3p	sum_all_reads	num_gap_bars	scale_rate_5p	num_mismatches_8mer	num_mism_in_MB	len_after_MB	gap_droppin_len	gcs	ats	cpg	cwf	ce	cz	cm2	cm3	ct2	ct3	cl2	cl3	ident2rev_compl_clust	hits_on_mature_miR	bracket-mirna-fraction	hairpin-size-estimate	loop-mirna-distance-estimate	loop-size-estimate	loops-in-hairpin	minimum-free-energy	mirna-bracket-discrepancy	mirna-bracket-majority	mirna-unmatched
592	23.8407960199	23	0.499046828988	0.0199033333333	201	3	3	0	0	3	2	0.0	0.5	0.333333333333	2.0857143232	0.952819531115	0.489795918367	0.818337363991	0.646610667484	0.6875	0.5	0.75	0.738095238095	67	YES	0.708333333333333	63	4	10	1	-31.40	1	17	7
593	23.7777777778	22	0.416278166278	0.222223333333	9	0	0	0	0	4	0	0.4	0.0	0.47619047619	2.08400151563	0.965203315665	0.461538461538	0.814375103376	0.646610667484	0.6875	0.5	0.75	0.738095238095	71	YES	0.708333333333333	66	3	5	1	-12.30	1	17	7
594	22.125	16	0.252748423784	0.666666666667	8	4	4	0	0	7	0	0.666666666667	0.222222222222	1.2	2.11354969545	0.848421401739	0.444444444444	0.774859103121	0.667481027349	0.625	0.482954545455	0.7	0.738095238095	67	NO	0.666666666666667	46	0	5	1	-17.80	1	16	8
595	21.4969450102	20	0.672729337787	0.0196866666667	491	2	2	0	0	4	1	0.0666666666667	0.428571428571	0.267857142857	2.02223210439	0.92832660639	0.44	0.785404802046	0.636988015815	0.625	0.46875	0.7	0.725	74	YES	0.818181818181818	60	4	6	1	-47.70	1	18	4
596	23.775862069	24	0.492588389871	0.0	58	1	1	0	0	2	1	0.0	0.166666666667	0.333333333333	2.07791441664	0.994967189163	0.470588235294	0.810132065054	0.631459152332	0.625	0.426136363636	0.7	0.690476190476	71	NO	0.375	33	0	9	1	-18.40	0.75	9	12
597	22.125	19	0.311753743333	0.5	8	1	1	0	0	6	6	0.0	0.0	0.5	2.08414791703	0.959147917027	0.470588235294	0.800841271877	0.64089182277	0.6875	0.5	0.75	0.738095238095	70	NO	0.5	53	0	4	2	-19.10	0.6	12	4
598	24.2142857143	24	0.675612244898	0.142855	28	0	0	0	0	2	1	0.529411764706	0.428571428571	0.326923076923	2.10451525426	0.84007798348	0.489795918367	0.691690793834	0.610588792467	0.5	0.318181818182	0.6	0.619047619048	67	YES	0.833333333333333	55	3	7	1	-49.70	1	20	4
599	21.1891891892	14	0.833839742557	0.0360333333333	37	10	10	4	4	8	0	0.125	1.0	0.253968253968	1.89114916951	0.691051126627	0.4	0.62841148234	0.541666666667	0.28125	0.17578125	0.45	0.527777777778	78	NO	0.666666666666667	39	0	3	1	-43.70	1	12	6
600	24.1428571429	24	0.491238095238	0.142855	14	1	1	0	0	2	0	0.166666666667	0.5	0.342857142857	2.08656103121	0.947786720278	0.436363636364	0.867144157422	0.728087087955	0.75	0.715909090909	0.8	0.880952380952	71	NO	0.666666666666667	56	1	4	1	-25.30	1	16	8
601	20.7	16	0.388729260935	0.2	10	0	0	0	0	10	9	0.0	0.0	0.4	2.07876112465	0.989934378326	0.436363636364	0.888883287857	0.728087087955	0.8125	0.775568181818	0.85	0.904761904762	70	NO	0.625	63	5	8	1	-27.30	1	15	9
602	23.3636363636	23	0.442681079409	0.25758	44	0	0	0	0	3	2	0.0	0.142857142857	0.4	2.07938086098	0.985625918002	0.444444444444	0.918827717228	0.712935572803	0.875	0.795454545455	0.9	0.904761904762	69	YES	0.708333333333333	49	0	11	1	-29.50	1	17	7
603	23.2816091954	24	0.360970177166	0.020115	174	0	0	3	2	2	1	0.75	0.375	1.14285714286	2.11354969545	0.848421401739	0.461538461538	0.792635972941	0.6826325425	0.6875	0.5625	0.75	0.785714285714	71	YES	0.833333333333333	61	7	4	1	-30.50	1	20	4
604	21.3333333333	17	0.549540133779	0.0555566666667	6	6	6	0	0	4	0	0.0769230769231	0.454545454545	0.309523809524	2.08462125195	0.960894855342	0.452830188679	0.853610325924	0.697784057652	0.75	0.647727272727	0.8	0.833333333333	69	NO	0.541666666666667	33	0	3	1	-16.10	0.764705882352941	13	7
605	20.1379310345	12	0.643464748902	0.252873333333	29	7	7	0	0	12	8	0.125	0.25	0.253968253968	2.08656103121	0.947786720278	0.461538461538	0.883554755295	0.697784057652	0.8125	0.701704545455	0.85	0.857142857143	69	NO	0.416666666666667	27	0	5	1	-35.40	0.625	10	8
606	23.9154471545	24	0.41559262099	0.00955	2460	1	1	0	0	2	1	0.6	0.0	0.625	2.09217479527	0.932002731427	0.444444444444	0.845405026987	0.712935572803	0.75	0.681818181818	0.8	0.857142857143	71	YES	0.791666666666667	56	5	3	1	-28.30	1	19	5
607	24.0833333333	25	0.459533166109	0.16667	12	1	1	0	0	1	1	0.0909090909091	0.0769230769231	0.366666666667	2.07791441664	0.994967189163	0.444444444444	0.897088586793	0.712935572803	0.8125	0.738636363636	0.85	0.880952380952	69	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	22.4166666667	20	0.471494227021	0.0833333333333	12	6	6	0	0	3	1	0.272727272727	0.230769230769	0.392857142857	2.08145452084	0.974541147676	0.444444444444	0.875349456359	0.697784057652	0.8125	0.701704545455	0.85	0.857142857143	65	NO	0.291666666666667	66	0	3	2	-15.30	0.538461538461538	7	11
609	22.5294117647	20	0.470844481605	NA	17	6	6	0	0	0	0	0.166666666667	0.166666666667	0.342857142857	2.07876112465	0.989934378326	0.444444444444	0.90529388573	0.697784057652	0.8125	0.701704545455	0.85	0.857142857143	76	NO	0.583333333333333	68	12	8	1	-15.00	1	14	10
610	20.7	13	0.470131578947	0.166666666667	10	13	13	0	0	6	0	0.333333333333	0.166666666667	0.375	2.08145452084	0.974541147676	0.444444444444	0.891760054232	0.697784057652	0.875	0.755681818182	0.9	0.880952380952	71	NO	0.5	74	12	9	1	-15.90	1	12	12
611	20.637254902	18	0.369362505962	0.06863	102	11	11	0	0	2	1	0.25	0.538461538462	0.533333333333	1.98630677827	0.902380225017	0.388888888889	0.817737648614	0.690444059258	0.6875	0.651315789474	0.75	0.846153846154	69	NO	0.619047619047619	74	19	7	1	-18.30	1	13	8
612	23.808	24	0.49845592051	0.008	125	0	0	0	0	2	1	0.166666666667	0.333333333333	0.342857142857	2.08145452084	0.974541147676	0.436363636364	0.910622418292	0.712935572803	0.875	0.795454545455	0.9	0.904761904762	69	YES	0.916666666666667	62	5	6	1	-47.40	1	22	2
613	21.9230769231	21	0.425890778907	0.0810833333333	481	1	1	0	0	4	3	0.0	0.166666666667	0.4	2.00759900917	0.991524766643	0.43137254902	0.865820129453	0.647363953297	0.75	0.6	0.8	0.8	65	YES	1	60	2	12	1	-38.10	1	22	0
614	23.7692307692	23	0.628241607532	0.105765	52	0	0	0	0	2	2	0.125	0.25	0.253968253968	2.08656103121	0.947786720278	0.470588235294	0.776225375068	0.64089182277	0.625	0.454545454545	0.7	0.714285714286	70	YES	0.708333333333333	73	0	6	2	-33.90	1	17	7
615	23.5384615385	23	0.310359761296	NA	13	2	2	0	0	0	0	0.0	0.375	0.5	2.088702923	0.924493994539	0.452830188679	0.815460597616	0.667481027349	0.75	0.613636363636	0.8	0.809523809524	68	NO	0.208333333333333	40	13	5	1	-15.60	1	5	19
616	21.875	17	0.352059460148	0.458333333333	8	4	4	0	0	4	0	0.75	0.5	1.14285714286	2.11764130405	0.82016803238	0.461538461538	0.735623880573	0.631459152332	0.5625	0.383522727273	0.65	0.666666666667	71	NO	0.541666666666667	28	0	4	1	-22.70	0.684210526315789	13	5
617	24.0925925926	24	0.3675	NA	54	1	1	0	0	0	0	0.111111111111	0.2	0.45	2.08254759209	0.966465823449	0.489795918367	0.800841271877	0.620021462906	0.6875	0.46875	0.75	0.714285714286	69	NO	0.291666666666667	28	0	6	1	-21.60	0.777777777777778	7	15
618	21.0	18	0.864474637681	NA	6	7	7	0	0	0	0	0.142857142857	0.333333333333	0.194444444444	2.13092109407	0.760213020743	0.5	0.70035091864	0.610588792467	0.5	0.318181818182	0.6	0.619047619048	72	NO	0.583333333333333	42	0	5	1	-37.90	0.933333333333333	14	9
619	24.6	24	0.495	0.2	5	1	1	0	0	2	0	0.166666666667	0.166666666667	0.342857142857	2.07876112465	0.989934378326	0.444444444444	0.927033016165	0.712935572803	0.875	0.795454545455	0.9	0.904761904762	69	NO	0.625	70	0	3	2	-25.40	0.882352941176471	15	7
620	23.8125	24	0.54172705314	0.125	16	6	6	3	1	1	1	0.0769230769231	0.454545454545	0.309523809524	2.08462125195	0.960894855342	0.444444444444	0.853610325924	0.712935572803	0.75	0.681818181818	0.8	0.857142857143	72	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
621	19.4	16	0.658554987212	0.6	10	8	8	1	0	1	0	0.0	0.111111111111	0.333333333333	1.9701622091	0.990701795125	0.42	0.852173742391	0.672900199609	0.75	0.671052631579	0.8	0.846153846154	67	NO	0.428571428571429	21	0	4	1	-36.10	0.818181818181818	9	10
622	22.0	24	0.394642857143	0.0	5	1	1	0	0	1	0	0.111111111111	0.333333333333	0.45	2.08486074443	0.950011210824	0.428571428571	0.867144157422	0.712935572803	0.75	0.681818181818	0.8	0.857142857143	61	NO	0.666666666666667	44	0	5	1	-23.90	0.941176470588235	16	7
623	23.8	23	0.532215085639	NA	5	2	2	0	0	0	0	0.0769230769231	0.0909090909091	0.309523809524	2.07791441664	0.994967189163	0.436363636364	0.875349456359	0.728087087955	0.75	0.715909090909	0.8	0.880952380952	68	NO	0.541666666666667	71	18	4	1	-28.70	1	13	11
624	22.9631114675	22	0.414472412655	0.284683333333	1247	1	1	0	2	4	3	0.2	0.0769230769231	0.416666666667	2.04488358839	0.986323707092	0.433962264151	0.870428643247	0.70030687205	0.75	0.678571428571	0.8	0.853658536585	79	YES	0.869565217391304	63	3	12	1	-27.10	1	20	3
625	24.1666666667	24	0.449166666667	NA	12	1	1	0	0	0	0	0.0909090909091	0.384615384615	0.366666666667	2.08254759209	0.966465823449	0.452830188679	0.897088586793	0.697784057652	0.8125	0.701704545455	0.85	0.857142857143	78	NO	0.541666666666667	69	12	9	1	-22.50	1	13	11
626	18.1285714286	17	0.556152279093	0.00476333333333	70	8	8	0	0	8	1	0.111111111111	0.25	0.45	1.80170734149	0.985667642653	0.354166666667	0.84375	0.628926210379	0.6875	0.641666666667	0.75	0.828571428571	72	NO	0.529411764705882	32	0	5	1	-47.70	1	9	8
627	23.7647058824	23	0.507787723785	0.55882	17	0	0	0	0	2	0	0.0	0.333333333333	0.333333333333	2.08060781283	0.979573958514	0.452830188679	0.867144157422	0.6826325425	0.75	0.613636363636	0.8	0.809523809524	69	NO	0.375	41	10	4	1	-26.70	0.75	9	12
628	23.6666666667	20	0.551746031746	0.33333	6	4	4	0	0	7	6	0.625	0.0	0.410256410256	2.0990353708	0.857885337069	0.470588235294	0.771982336746	0.637177997046	0.625	0.426136363636	0.7	0.690476190476	74	NO	0.916666666666667	69	1	4	1	-24.30	1	22	2
629	21.5405405405	18	0.408657553931	0.2973	37	5	5	0	0	6	5	0.6	0.0	0.625	2.09217479527	0.932002731427	0.444444444444	0.845405026987	0.697784057652	0.75	0.647727272727	0.8	0.833333333333	71	NO	0.541666666666667	57	0	6	2	-14.70	0.928571428571429	13	10
630	24.0	24	0.583333333333	NA	5	0	0	0	0	0	0	0.0	0.2	0.285714285714	2.07998807651	0.983882418837	0.452830188679	0.831871195489	0.6826325425	0.6875	0.5625	0.75	0.785714285714	76	NO	0.625	65	0	3	2	-28.80	1	15	9
631	22.8358208955	22	0.607392983544	0.264925	134	0	0	0	0	2	0	0.0769230769231	0.636363636364	0.309523809524	2.09326786652	0.9239274072	0.461538461538	0.814375103376	0.6826325425	0.6875	0.5625	0.75	0.785714285714	67	YES	0.333333333333333	23	0	5	1	-29.20	0.615384615384615	8	11
632	24.0	24	0.333333333333	NA	5	0	0	0	1	0	0	0.25	0.125	0.533333333333	2.08656103121	0.947786720278	0.461538461538	0.86181562486	0.6826325425	0.75	0.613636363636	0.8	0.809523809524	68	NO	0.583333333333333	38	0	3	1	-20.30	1	14	10
633	23.4	23	0.536286780852	0.0	5	0	0	0	0	1	0	0.0769230769231	0.272727272727	0.309523809524	2.07998807651	0.983882418837	0.461538461538	0.83611423381	0.6826325425	0.75	0.613636363636	0.8	0.809523809524	71	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA
634	17.803030303	14	0.629221784408	0.262626666667	66	3	3	0	0	7	7	0.2	0.333333333333	0.416666666667	1.76296992185	0.952819531115	0.340425531915	0.830807857199	0.610749629867	0.733333333333	0.680952380952	0.789473684211	0.848484848485	69	NO	0.375	19	0	5	1	-49.30	0.666666666666667	6	7
635	16.6964285714	16	0.44617405037	0.00595333333333	56	9	9	0	0	3	1	0.0	0.4	0.666666666667	1.76367992424	0.940120407472	0.340425531915	0.784893065497	0.610749629867	0.666666666667	0.619047619048	0.736842105263	0.818181818182	70	NO	0.625	38	6	4	1	-17.20	1	10	6
636	22.0	24	0.457039337474	0.0392133333333	17	0	0	2	4	3	1	0.0	0.272727272727	0.4	1.97112987539	0.984950011311	0.428571428571	0.73205323646	0.613646800467	0.5625	0.414473684211	0.65	0.692307692308	68	NO	0.238095238095238	18	0	7	1	-32.70	0.555555555555556	5	12
637	21.4285714286	17	0.295997442455	0.66667	7	1	1	0	0	6	0	0.142857142857	0.0588235294118	0.583333333333	2.0892544274	0.932393489628	0.470588235294	0.815460597616	0.652329512197	0.625	0.454545454545	0.7	0.714285714286	68	NO	0.708333333333333	80	14	6	2	-14.80	1	17	7
638	23.3773584906	22	0.626605731225	0.349055	53	0	0	0	0	2	0	0.466666666667	0.333333333333	0.340909090909	2.09186965411	0.910847702204	0.444444444444	0.784430674004	0.676913697787	0.625	0.511363636364	0.7	0.761904761905	69	NO	0.541666666666667	66	12	4	1	-30.10	1	13	11
639	23.2857142857	24	0.749269005848	NA	7	0	0	0	1	0	0	0.111111111111	0.0	0.225	2.09473431085	0.902292584669	0.452830188679	0.793721467181	0.646610667484	0.6875	0.5	0.75	0.738095238095	72	YES	0.708333333333333	60	7	3	1	-41.10	1	17	7
640	23.1666666667	24	0.371710526316	NA	6	0	0	0	0	0	0	0.777777777778	0.466666666667	1.125	2.11624309164	0.83302817109	0.48	0.758448505248	0.637177997046	0.625	0.426136363636	0.7	0.690476190476	67	NO	0.25	40	0	8	1	-13.90	1	6	18
641	22.8888888889	21	0.387085137085	NA	9	3	3	0	0	0	0	0.2	0.285714285714	0.416666666667	2.08254759209	0.966465823449	0.470588235294	0.814375103376	0.631459152332	0.6875	0.46875	0.75	0.714285714286	65	NO	0.5	69	0	5	2	-26.70	0.666666666666667	12	6
642	23.1428571429	22	0.415140535793	0.285715	14	0	0	0	0	2	0	0.6	0.428571428571	0.625	2.09827441505	0.892079563926	0.470588235294	0.845405026987	0.64089182277	0.75	0.545454545455	0.8	0.761904761905	71	YES	0.416666666666667	79	11	9	1	-20.10	1	10	14
643	22.8571428571	22	0.411616161616	0.285715	7	0	0	0	0	2	0	0.6	0.142857142857	0.625	2.0927945316	0.927694271104	0.461538461538	0.780187635683	0.652329512197	0.6875	0.53125	0.75	0.761904761905	74	NO	0.625	68	8	4	1	-23.00	1	15	9
644	22.8888888889	21	0.488095238095	0.209876666667	27	0	0	0	0	3	0	0.166666666667	0.0	0.342857142857	2.07791441664	0.994967189163	0.48	0.830785701249	0.652329512197	0.75	0.579545454545	0.8	0.785714285714	74	NO	0.25	57	16	13	1	 -9.40	1	6	18
645	24.0	24	0.4375	NA	29	0	0	0	0	0	0	0.4	0.714285714286	0.47619047619	2.10545458529	0.846107876085	0.5	0.74491467375	0.601156122029	0.6875	0.4375	0.75	0.690476190476	69	NO	0.625	65	0	10	2	-12.90	1	15	9
646	23.4	24	0.27904040404	NA	10	3	3	0	0	0	0	0.142857142857	0.294117647059	0.583333333333	2.09186965411	0.910847702204	0.436363636364	0.840076494426	0.728087087955	0.75	0.715909090909	0.8	0.880952380952	73	NO	0.958333333333333	69	4	12	1	-37.20	1	23	1
647	23.6	23	0.340579710145	NA	10	1	1	0	0	0	0	0.0	0.375	0.5	2.088702923	0.924493994539	0.436363636364	0.858938858485	0.728087087955	0.75	0.715909090909	0.8	0.880952380952	69	NO	0.708333333333333	57	3	8	1	-25.90	1	17	7
648	21.765704584	24	0.477382022563	0.0017	589	1	1	0	0	1	1	0.2	0.166666666667	0.416666666667	2.0089375021	0.984922629019	0.415094339623	0.856833373475	0.686988015815	0.75	0.675	0.8	0.85	76	YES	0.909090909090909	57	1	12	1	-31.30	1	20	2
649	22.8	22	0.333838383838	0.3	5	0	0	0	0	2	0	0.25	0.125	0.533333333333	2.08656103121	0.947786720278	0.436363636364	0.86181562486	0.712935572803	0.75	0.681818181818	0.8	0.857142857143	69	YES	0.791666666666667	56	0	13	1	-36.10	1	19	5
650	20.1666666667	14	0.426186416596	0.333333333333	6	3	3	0	0	9	0	0.2	0.142857142857	0.416666666667	2.08060781283	0.979573958514	0.444444444444	0.867144157422	0.712935572803	0.75	0.681818181818	0.8	0.857142857143	72	NO	0.75	58	3	6	1	-24.00	1	18	6
651	23.2916666667	22	0.494565217391	0.395835	24	0	0	0	0	2	0	0.333333333333	0.333333333333	0.375	2.08414791703	0.959147917027	0.444444444444	0.844319532747	0.712935572803	0.75	0.681818181818	0.8	0.857142857143	61	NO	0.291666666666667	57	15	14	1	-22.20	1	7	17
652	22.3333333333	17	0.572491918201	0.444446666667	6	8	8	0	0	4	0	0.230769230769	0.0	0.325	2.04513349358	0.98289138187	0.433962264151	0.884577648904	0.70030687205	0.8125	0.735119047619	0.85	0.878048780488	65	NO	0.347826086956522	57	23	5	1	-14.90	0.615384615384615	8	10
653	22.625	16	0.480467852209	0.203703333333	72	12	12	0	0	10	4	0.272727272727	0.166666666667	0.392857142857	2.04576710979	0.981072078393	0.433962264151	0.879006910317	0.70030687205	0.8125	0.735119047619	0.85	0.878048780488	68	NO	0.521739130434783	69	11	4	1	-22.90	1	12	11
654	19.8558951965	14	0.481124867863	0.285303333333	229	20	20	0	0	5	3	0.111111111111	0.333333333333	0.45	1.84907769249	0.977342973473	0.36	0.863705599987	0.666666666667	0.75	0.75	0.8	0.888888888889	68	NO	0.666666666666667	33	0	4	1	-18.70	1	12	6
655	20.8	14	0.611790143408	0.233333333333	10	11	11	0	0	8	4	0.285714285714	0.111111111111	0.311111111111	2.04843790865	0.962898239727	0.433962264151	0.861850376176	0.70030687205	0.75	0.678571428571	0.8	0.853658536585	65	NO	0.478260869565217	29	0	4	1	-27.70	0.6875	11	7
656	23.2592592593	22	0.337294768542	0.40741	27	5	5	0	0	2	2	0.0	0.0666666666667	0.5	2.04857761016	0.965009576846	0.450980392157	0.844693842036	0.662569669652	0.75	0.607142857143	0.8	0.80487804878	73	NO	0.347826086956522	72	0	3	3	-19.40	1	8	15
657	22.1842105263	20	0.466080268091	0.114036666667	38	8	8	1	1	3	2	0.333333333333	0.0909090909091	0.5	1.93404365752	0.976362097812	0.4	0.795341582223	0.602394907648	0.625	0.451388888889	0.7	0.710526315789	69	NO	0.8	62	3	8	1	-16.10	1	16	4
658	23.6923076923	15	0.404411764706	0.51282	13	10	10	0	0	14	10	0.111111111111	0.428571428571	0.45	2.05213193042	0.939413121	0.442307692308	0.860715541289	0.662569669652	0.8125	0.657738095238	0.85	0.829268292683	73	NO	0.391304347826087	29	0	8	1	 -9.50	1	9	14
659	22.6	18	0.441752933057	0.2	5	8	8	0	0	8	0	0.111111111111	0.142857142857	0.45	2.04641379117	0.976576293708	0.433962264151	0.864857904659	0.678442685525	0.8125	0.696428571429	0.85	0.853658536585	67	NO	0.434782608695652	56	8	3	1	-22.90	1	10	13
660	21.8571428571	14	0.466931216931	0.238096666667	7	8	8	0	0	10	0	0.454545454545	0.166666666667	0.458333333333	2.05060172764	0.957085055615	0.450980392157	0.870428643247	0.684433856177	0.75	0.642857142857	0.8	0.829268292683	69	NO	0.739130434782609	62	3	7	1	-23.00	1	17	6
661	23.9076923077	22	0.539064297216	0.0974333333333	65	2	2	0	0	6	6	0.384615384615	0.0909090909091	0.361111111111	2.08254759209	0.966465823449	0.444444444444	0.830785701249	0.676913697787	0.75	0.613636363636	0.8	0.809523809524	79	NO	0.75	73	12	6	1	-32.40	1	18	6
662	23.4096385542	19	0.421553799914	0.02008	83	12	12	0	0	10	7	0.4	0.0769230769231	0.47619047619	2.04907152486	0.966832469	0.450980392157	0.870428643247	0.668560840304	0.75	0.607142857143	0.8	0.80487804878	65	NO	0.347826086956522	60	19	3	1	-18.80	0.571428571428571	8	9
663	21.8510638298	21	0.62705361835	0.255316666667	94	7	7	0	0	14	4	0.142857142857	0.428571428571	0.291666666667	1.98408988768	0.9314107238	0.403846153846	0.871045929945	0.672900199609	0.75	0.671052631579	0.8	0.846153846154	67	NO	0.666666666666667	43	0	7	1	-23.90	1	14	7
664	23.275	21	0.407130134708	0.25	40	5	5	0	0	7	3	0.4	0.384615384615	0.47619047619	2.05390614272	0.937091913473	0.442307692308	0.861850376176	0.668560840304	0.75	0.607142857143	0.8	0.80487804878	68	NO	0.608695652173913	75	0	6	3	-10.50	1	14	9
665	23.5555555556	9	0.469321766602	0.0	18	15	15	0	0	18	16	0.0	0.0666666666667	0.333333333333	2.17416078954	0.994646816581	0.482142857143	0.925109929535	0.720642698296	0.875	0.735	0.9	0.866666666667	71	NO	0.37037037037037	58	0	3	2	-11.50	0.526315789473684	10	8
666	22.7058823529	19	0.609517854497	0.294113333333	34	7	7	3	4	7	5	0.142857142857	0.0	0.291666666667	2.01187575248	0.968130013766	0.423076923077	0.827187837812	0.670321349148	0.6875	0.584375	0.75	0.8	65	YES	0.363636363636364	72	0	6	3	-12.60	0.666666666666667	8	10
667	21.5161290323	13	0.558742783784	0.23656	62	9	9	0	0	13	10	0.166666666667	0.2	0.342857142857	2.0089375021	0.984922629019	0.423076923077	0.889629653262	0.686988015815	0.8125	0.73125	0.85	0.875	67	NO	0.363636363636364	65	13	5	2	-15.60	0.727272727272727	8	11
668	21.3835616438	16	0.415370074055	0.02283	146	14	14	0	0	6	1	0.111111111111	0.0	0.45	2.04576710979	0.981072078393	0.46	0.864857904659	0.646696653779	0.75	0.571428571429	0.8	0.780487804878	76	NO	0.565217391304348	71	9	6	1	-16.50	1	13	10
669	23.2857142857	18	0.430419620637	0.357143333333	14	8	8	0	0	6	5	0.2	0.230769230769	0.416666666667	2.04641379117	0.976576293708	0.433962264151	0.887585177387	0.668560840304	0.8125	0.657738095238	0.85	0.829268292683	75	NO	0.478260869565217	57	12	8	2	-18.00	1	11	12
670	21.0	15	0.441503075871	0.222223333333	6	10	10	0	0	3	0	0.2	0.230769230769	0.416666666667	2.04641379117	0.976576293708	0.46	0.847701370519	0.662569669652	0.75	0.607142857143	0.8	0.80487804878	71	NO	0.652173913043478	64	0	5	1	-12.10	1	15	8
671	22.6777777778	16	0.78969494395	0.196296666667	90	13	13	0	0	8	0	0.176470588235	0.0	0.242857142857	2.05962428198	0.905682273515	0.450980392157	0.810825092135	0.646696653779	0.6875	0.52380952381	0.75	0.756097560976	69	NO	0.695652173913043	70	1	7	2	-48.00	1	16	7
672	22.6	21	0.52380952381	0.3	5	5	5	0	0	2	0	0.666666666667	0.0909090909091	0.6	2.06115448476	0.906591925254	0.46	0.76122818331	0.630823637906	0.625	0.446428571429	0.7	0.707317073171	68	NO	0.260869565217391	32	0	13	1	 -0.40	0.857142857142857	6	16
673	21.9995709305	22	0.364440900253	0.01516	18645	6	6	0	1	6	1	1.0	0.285714285714	0.0	2.03671914804	0.772012048241	0.448979591837	0.697964588142	0.574406557445	0.375	0.225	0.55	0.575	68	YES	0.954545454545455	68	11	4	1	-35.00	1	21	1
674	22.9752066116	23	0.327216261999	0.00275333333333	121	0	0	0	0	5	1	0.0	0.2	0.5	2.04971820624	0.956583151565	0.450980392157	0.810825092135	0.678442685525	0.6875	0.589285714286	0.75	0.80487804878	67	NO	0.391304347826087	64	19	8	1	 -9.30	0.5	9	5
675	23.5	19	0.432087755663	0.166666666667	14	7	7	0	0	7	6	0.8	0.384615384615	1.11111111111	2.08047989101	0.847462499203	0.46	0.783955456037	0.652687824431	0.625	0.47619047619	0.7	0.731707317073	50	NO	0.391304347826087	24	0	5	1	-20.40	0.692307692307692	9	10
676	20.0476190476	13	0.70674419956	0.0	21	14	14	0	0	6	4	0.466666666667	0.142857142857	0.340909090909	2.02416139752	0.893155915974	0.423076923077	0.818201081834	0.664030619963	0.75	0.6375	0.8	0.825	68	NO	0.681818181818182	74	6	5	2	-47.90	1	15	7
677	24.0	21	0.58631956208	0.333333333333	7	9	9	0	0	4	4	0.692307692308	0.2	0.590909090909	2.06516371456	0.879965264782	0.46	0.785090290925	0.636814808558	0.6875	0.52380952381	0.75	0.756097560976	63	NO	0.521739130434783	79	22	7	2	-35.80	1	12	11
